date,Consommation_kWh,Température,Humidité,Heure,Jour_semaine,Jour_férié,Type_bâtiment,Surface,Occupants,Consommation_J-1,Consommation_H-1
2016-02-05 08:00:00,0.31,8.8,98.58333333333333,8,5,0,Commercial,227,1,0.37,0.24
2016-02-05 09:00:00,0.29,8.883333333333335,98.0,9,5,0,Industriel,219,3,0.85,0.31
2016-02-05 10:00:00,0.22,9.208333333333334,96.33333333333333,10,5,0,Résidentiel,269,2,0.32,0.29
2016-02-05 11:00:00,0.42,9.625,93.16666666666667,11,5,0,Commercial,173,1,0.42,0.22
2016-02-05 12:00:00,0.42,9.8,91.16666666666667,12,5,0,Industriel,308,4,2.12,0.42
2016-02-05 13:00:00,0.32,9.8,90.0,13,5,0,Industriel,142,6,0.83,0.42
2016-02-05 14:00:00,0.22,9.8,89.58333333333333,14,5,0,Commercial,104,6,0.62,0.32
2016-02-05 15:00:00,0.31,9.8,89.0,15,5,0,Commercial,347,2,0.42,0.22
2016-02-05 16:00:00,0.31,9.883333333333335,89.41666666666667,16,5,0,Résidentiel,360,2,0.6,0.31
2016-02-05 17:00:00,0.41,9.916666666666666,89.58333333333333,17,5,0,Commercial,90,1,0.63,0.31
2016-02-05 18:00:00,1.43,9.716666666666667,89.83333333333333,18,5,0,Résidentiel,399,6,1.67,0.41
2016-02-05 19:00:00,0.79,9.391666666666666,91.41666666666667,19,5,0,Commercial,280,2,1.02,1.43
2016-02-05 20:00:00,0.55,8.975,91.16666666666667,20,5,0,Résidentiel,205,3,0.6,0.79
2016-02-05 21:00:00,0.45,8.716666666666667,90.41666666666667,21,5,0,Commercial,385,2,1.19,0.55
2016-02-05 22:00:00,0.34,8.766666666666666,89.33333333333333,22,5,0,Commercial,269,6,0.39,0.45
2016-02-05 23:00:00,0.19,9.125,86.16666666666667,23,5,0,Résidentiel,168,5,0.34,0.34
2016-02-06 00:00:00,0.29,9.424999999999999,84.58333333333333,0,6,0,Commercial,195,6,0.22,0.19
2016-02-06 01:00:00,0.28,9.266666666666667,85.25,1,6,0,Résidentiel,256,3,0.26,0.29
2016-02-06 02:00:00,0.27,8.924999999999999,86.16666666666667,2,6,0,Commercial,93,1,0.29,0.28
2016-02-06 03:00:00,0.27,9.183333333333332,84.16666666666667,3,6,0,Résidentiel,336,3,0.26,0.27
2016-02-06 04:00:00,0.22,9.091666666666667,83.41666666666667,4,6,0,Résidentiel,288,5,0.21,0.27
2016-02-06 05:00:00,0.28,8.716666666666667,84.0,5,6,0,Industriel,360,5,0.28,0.22
2016-02-06 06:00:00,0.27,8.558333333333332,84.83333333333333,6,6,0,Résidentiel,184,2,0.27,0.28
2016-02-06 07:00:00,0.29,8.083333333333334,87.25,7,6,0,Commercial,226,2,0.24,0.27
2016-02-06 08:00:00,0.27,7.791666666666667,87.75,8,6,0,Résidentiel,358,6,0.31,0.29
2016-02-06 09:00:00,0.22,8.325,85.16666666666667,9,6,0,Résidentiel,88,4,0.29,0.27
2016-02-06 10:00:00,0.33,8.625,83.58333333333333,10,6,0,Résidentiel,197,3,0.22,0.22
2016-02-06 11:00:00,0.33,9.258333333333333,80.91666666666667,11,6,0,Résidentiel,173,6,0.42,0.33
2016-02-06 12:00:00,0.46,10.066666666666661,77.16666666666667,12,6,0,Résidentiel,223,4,0.42,0.33
2016-02-06 13:00:00,0.37,10.508333333333335,74.75,13,6,0,Résidentiel,368,6,0.32,0.46
2016-02-06 14:00:00,0.37,10.716666666666667,73.0,14,6,0,Résidentiel,93,5,0.22,0.37
2016-02-06 15:00:00,1.09,10.766666666666666,72.58333333333333,15,6,0,Résidentiel,336,2,0.31,0.37
2016-02-06 16:00:00,1.46,10.833333333333334,73.25,16,6,0,Industriel,265,2,0.31,1.09
2016-02-06 17:00:00,1.37,10.558333333333334,74.58333333333333,17,6,0,Industriel,286,6,0.41,1.46
2016-02-06 18:00:00,0.96,10.333333333333334,73.16666666666667,18,6,0,Résidentiel,251,2,1.43,1.37
2016-02-06 19:00:00,0.58,10.475,69.5,19,6,0,Commercial,349,1,0.79,0.96
2016-02-06 20:00:00,0.57,11.375,64.33333333333333,20,6,0,Résidentiel,300,6,0.55,0.58
2016-02-06 21:00:00,0.56,11.566666666666668,63.25,21,6,0,Commercial,231,5,0.45,0.57
2016-02-06 22:00:00,0.47,10.933333333333332,65.41666666666667,22,6,0,Commercial,190,6,0.34,0.56
2016-02-06 23:00:00,0.4,10.658333333333333,66.0,23,6,0,Industriel,262,6,0.19,0.47
2016-02-07 00:00:00,0.23,10.725,65.16666666666667,0,7,0,Résidentiel,151,2,0.29,0.4
2016-02-07 01:00:00,0.26,11.358333333333334,61.5,1,7,0,Commercial,362,5,0.28,0.23
2016-02-07 02:00:00,0.27,11.416666666666666,63.0,2,7,0,Résidentiel,153,6,0.27,0.26
2016-02-07 03:00:00,0.26,10.141666666666667,74.58333333333333,3,7,0,Industriel,294,2,0.27,0.27
2016-02-07 04:00:00,0.27,9.041666666666666,86.41666666666667,4,7,0,Résidentiel,102,3,0.22,0.26
2016-02-07 05:00:00,0.25,8.233333333333333,91.08333333333333,5,7,0,Commercial,147,5,0.28,0.27
2016-02-07 06:00:00,0.22,7.583333333333333,87.83333333333333,6,7,0,Commercial,172,4,0.27,0.25
2016-02-07 07:00:00,0.27,7.0,89.41666666666667,7,7,0,Commercial,142,1,0.29,0.22
2016-02-07 08:00:00,0.3,6.916666666666667,87.5,8,7,0,Résidentiel,303,4,0.27,0.27
2016-02-07 09:00:00,0.32,6.883333333333333,84.41666666666667,9,7,0,Industriel,304,5,0.22,0.3
2016-02-07 10:00:00,0.18,7.25,82.91666666666667,10,7,0,Résidentiel,182,6,0.33,0.32
2016-02-07 11:00:00,0.36,7.599999999999999,77.5,11,7,0,Commercial,294,2,0.33,0.18
2016-02-07 12:00:00,0.36,7.933333333333333,73.58333333333333,12,7,0,Résidentiel,271,5,0.46,0.36
2016-02-07 13:00:00,0.39,8.4,70.5,13,7,0,Résidentiel,239,1,0.37,0.36
2016-02-07 14:00:00,0.26,8.275,68.25,14,7,0,Résidentiel,286,5,0.37,0.39
2016-02-07 15:00:00,0.47,8.308333333333332,67.91666666666667,15,7,0,Résidentiel,348,2,1.09,0.26
2016-02-07 16:00:00,0.53,8.433333333333332,65.41666666666667,16,7,0,Résidentiel,273,4,1.46,0.47
2016-02-07 17:00:00,0.82,7.949999999999999,66.0,17,7,0,Résidentiel,231,3,1.37,0.53
2016-02-07 18:00:00,1.2,7.558333333333333,66.0,18,7,0,Résidentiel,316,4,0.96,0.82
2016-02-07 19:00:00,1.36,7.333333333333333,66.41666666666667,19,7,0,Commercial,167,2,0.58,1.2
2016-02-07 20:00:00,0.84,7.141666666666667,67.83333333333333,20,7,0,Commercial,90,2,0.57,1.36
2016-02-07 21:00:00,1.1,7.366666666666667,69.41666666666667,21,7,0,Résidentiel,266,1,0.56,0.84
2016-02-07 22:00:00,0.43,7.766666666666666,69.58333333333333,22,7,0,Résidentiel,293,5,0.47,1.1
2016-02-07 23:00:00,0.48,7.708333333333333,73.16666666666667,23,7,0,Résidentiel,94,5,0.4,0.43
2016-02-08 00:00:00,0.28,7.591666666666666,77.33333333333333,0,1,0,Résidentiel,345,4,0.23,0.48
2016-02-08 01:00:00,0.28,7.875,78.33333333333333,1,1,0,Commercial,376,3,0.26,0.28
2016-02-08 02:00:00,0.27,7.866666666666667,83.41666666666667,2,1,0,Commercial,152,3,0.27,0.28
2016-02-08 03:00:00,0.28,8.099999999999998,87.75,3,1,0,Résidentiel,131,1,0.26,0.27
2016-02-08 04:00:00,0.27,7.849999999999999,92.16666666666667,4,1,0,Résidentiel,207,2,0.27,0.28
2016-02-08 05:00:00,0.21,7.666666666666667,91.0,5,1,0,Résidentiel,107,1,0.25,0.27
2016-02-08 06:00:00,0.29,8.483333333333333,85.58333333333333,6,1,1,Commercial,144,5,0.22,0.21
2016-02-08 07:00:00,0.27,9.008333333333333,79.25,7,1,0,Industriel,96,6,0.27,0.29
2016-02-08 08:00:00,0.43,8.641666666666666,77.66666666666667,8,1,0,Résidentiel,217,6,0.3,0.27
2016-02-08 09:00:00,1.0,8.658333333333333,74.25,9,1,0,Résidentiel,398,6,0.32,0.43
2016-02-08 10:00:00,0.52,8.35,77.66666666666667,10,1,0,Commercial,308,2,0.18,1.0
2016-02-08 11:00:00,2.42,7.708333333333333,80.83333333333333,11,1,0,Industriel,333,1,0.36,0.52
2016-02-08 12:00:00,1.3,8.133333333333333,76.16666666666667,12,1,0,Résidentiel,289,4,0.36,2.42
2016-02-08 13:00:00,2.15,8.591666666666667,69.25,13,1,0,Résidentiel,373,5,0.39,1.3
2016-02-08 14:00:00,1.18,7.808333333333333,70.16666666666667,14,1,0,Résidentiel,310,6,0.26,2.15
2016-02-08 15:00:00,2.46,8.058333333333332,68.58333333333333,15,1,0,Résidentiel,320,3,0.47,1.18
2016-02-08 16:00:00,1.04,7.958333333333333,70.91666666666667,16,1,0,Résidentiel,149,1,0.53,2.46
2016-02-08 17:00:00,1.47,7.941666666666666,72.5,17,1,0,Résidentiel,183,5,0.82,1.04
2016-02-08 18:00:00,2.36,7.916666666666667,69.83333333333333,18,1,0,Résidentiel,283,5,1.2,1.47
2016-02-08 19:00:00,0.87,7.758333333333334,70.58333333333333,19,1,0,Résidentiel,132,3,1.36,2.36
2016-02-08 20:00:00,0.61,7.741666666666667,69.58333333333333,20,1,1,Commercial,133,3,0.84,0.87
2016-02-08 21:00:00,0.51,7.716666666666666,69.0,21,1,0,Résidentiel,355,3,1.1,0.61
2016-02-08 22:00:00,0.41,7.3500000000000005,71.08333333333333,22,1,0,Résidentiel,110,6,0.43,0.51
2016-02-08 23:00:00,0.34,6.75,76.5,23,1,0,Résidentiel,214,6,0.48,0.41
2016-02-09 00:00:00,0.28,6.316666666666666,79.58333333333333,0,2,0,Résidentiel,137,1,0.28,0.34
2016-02-09 01:00:00,0.29,6.241666666666667,79.0,1,2,0,Industriel,184,3,0.28,0.28
2016-02-09 02:00:00,0.25,6.3,81.08333333333333,2,2,0,Résidentiel,345,4,0.27,0.29
2016-02-09 03:00:00,0.22,6.3,82.75,3,2,0,Résidentiel,89,5,0.28,0.25
2016-02-09 04:00:00,0.28,6.258333333333333,80.16666666666667,4,2,0,Commercial,332,3,0.27,0.22
2016-02-09 05:00:00,0.27,6.116666666666666,79.41666666666667,5,2,0,Résidentiel,374,5,0.21,0.28
2016-02-09 06:00:00,0.28,6.166666666666667,80.0,6,2,0,Industriel,235,2,0.29,0.27
2016-02-09 07:00:00,0.31,6.400000000000001,81.66666666666667,7,2,0,Résidentiel,237,2,0.27,0.28
2016-02-09 08:00:00,0.29,6.233333333333333,87.75,8,2,0,Résidentiel,116,3,0.43,0.31
2016-02-09 09:00:00,0.97,5.791666666666667,93.0,9,2,0,Résidentiel,198,5,1.0,0.29
2016-02-09 10:00:00,1.65,5.291666666666667,94.66666666666667,10,2,0,Résidentiel,146,2,0.52,0.97
2016-02-09 11:00:00,0.67,5.0,97.83333333333333,11,2,0,Commercial,321,3,2.42,1.65
2016-02-09 12:00:00,2.2,5.0,98.58333333333333,12,2,0,Commercial,378,5,1.3,0.67
2016-02-09 13:00:00,1.03,4.833333333333333,98.41666666666667,13,2,0,Résidentiel,292,3,2.15,2.2
2016-02-09 14:00:00,0.76,4.4750000000000005,97.75,14,2,0,Résidentiel,387,6,1.18,1.03
2016-02-09 15:00:00,1.19,3.841666666666667,95.58333333333333,15,2,0,Commercial,180,5,2.46,0.76
2016-02-09 16:00:00,0.67,3.5749999999999997,93.33333333333333,16,2,0,Industriel,135,2,1.04,1.19
2016-02-09 17:00:00,0.76,4.183333333333333,91.83333333333333,17,2,0,Résidentiel,318,3,1.47,0.67
2016-02-09 18:00:00,0.9,4.133333333333333,93.0,18,2,0,Résidentiel,310,2,2.36,0.76
2016-02-09 19:00:00,2.04,3.733333333333333,93.0,19,2,0,Résidentiel,171,3,0.87,0.9
2016-02-09 20:00:00,0.9,3.375,93.0,20,2,0,Commercial,358,1,0.61,2.04
2016-02-09 21:00:00,0.81,3.408333333333333,92.16666666666667,21,2,0,Résidentiel,188,2,0.51,0.9
2016-02-09 22:00:00,0.67,3.5749999999999997,89.75,22,2,0,Résidentiel,396,2,0.41,0.81
2016-02-09 23:00:00,0.42,3.233333333333333,88.0,23,2,0,Commercial,247,4,0.34,0.67
2016-02-10 00:00:00,0.42,3.125,88.0,0,3,0,Résidentiel,379,6,0.28,0.42
2016-02-10 01:00:00,0.43,3.2583333333333333,88.41666666666667,1,3,0,Résidentiel,297,2,0.29,0.42
2016-02-10 02:00:00,0.4,3.283333333333333,89.0,2,3,1,Résidentiel,301,5,0.25,0.43
2016-02-10 03:00:00,0.41,3.0666666666666664,90.25,3,3,0,Résidentiel,240,3,0.22,0.4
2016-02-10 04:00:00,0.4,2.558333333333333,92.41666666666667,4,3,0,Résidentiel,95,1,0.28,0.41
2016-02-10 05:00:00,0.39,2.5,93.41666666666667,5,3,0,Résidentiel,357,5,0.27,0.4
2016-02-10 06:00:00,0.41,2.5,94.0,6,3,0,Résidentiel,136,5,0.28,0.39
2016-02-10 07:00:00,0.34,2.6666666666666665,94.0,7,3,0,Résidentiel,141,5,0.31,0.41
2016-02-10 08:00:00,0.53,3.233333333333333,94.0,8,3,0,Commercial,321,5,0.29,0.34
2016-02-10 09:00:00,0.53,3.9499999999999997,93.16666666666667,9,3,0,Commercial,169,1,0.97,0.53
2016-02-10 10:00:00,0.56,4.716666666666666,91.16666666666667,10,3,0,Résidentiel,151,4,1.65,0.53
2016-02-10 11:00:00,0.61,5.383333333333333,89.16666666666667,11,3,0,Résidentiel,109,6,0.67,0.56
2016-02-10 12:00:00,0.52,5.208333333333333,90.08333333333333,12,3,0,Résidentiel,367,2,2.2,0.61
2016-02-10 13:00:00,0.38,5.008333333333333,93.0,13,3,0,Résidentiel,165,5,1.03,0.52
2016-02-10 14:00:00,0.48,5.55,90.91666666666667,14,3,0,Résidentiel,313,2,0.76,0.38
2016-02-10 15:00:00,0.66,6.066666666666666,85.91666666666667,15,3,0,Commercial,314,2,1.19,0.48
2016-02-10 16:00:00,0.59,6.05,86.33333333333333,16,3,0,Résidentiel,392,5,0.67,0.66
2016-02-10 17:00:00,0.48,5.45,91.0,17,3,0,Résidentiel,344,4,0.76,0.59
2016-02-10 18:00:00,1.95,4.891666666666667,92.66666666666667,18,3,0,Résidentiel,366,2,0.9,0.48
2016-02-10 19:00:00,0.67,4.766666666666667,93.33333333333333,19,3,0,Commercial,348,3,2.04,1.95
2016-02-10 20:00:00,0.9,4.916666666666667,92.66666666666667,20,3,0,Résidentiel,265,2,0.9,0.67
2016-02-10 21:00:00,0.75,4.8,95.0,21,3,0,Commercial,210,6,0.81,0.9
2016-02-10 22:00:00,0.64,4.675,94.58333333333333,22,3,0,Résidentiel,370,5,0.67,0.75
2016-02-10 23:00:00,0.43,3.9583333333333335,95.25,23,3,0,Commercial,356,1,0.42,0.64
2016-02-11 00:00:00,0.27,3.4916666666666667,97.41666666666667,0,4,0,Commercial,399,2,0.42,0.43
2016-02-11 01:00:00,0.32,3.9416666666666664,97.58333333333333,1,4,0,Résidentiel,259,4,0.43,0.27
2016-02-11 02:00:00,0.32,4.0,97.0,2,4,0,Résidentiel,369,3,0.4,0.32
2016-02-11 03:00:00,0.26,3.375,97.0,3,4,0,Résidentiel,242,3,0.41,0.32
2016-02-11 04:00:00,0.28,2.25,97.41666666666667,4,4,0,Résidentiel,350,1,0.4,0.26
2016-02-11 05:00:00,0.3,1.8166666666666667,98.41666666666667,5,4,0,Commercial,175,6,0.39,0.28
2016-02-11 06:00:00,0.28,1.7,99.0,6,4,0,Commercial,341,1,0.41,0.3
2016-02-11 07:00:00,0.27,1.5333333333333332,98.58333333333333,7,4,0,Commercial,367,6,0.34,0.28
2016-02-11 08:00:00,0.71,1.8,97.58333333333333,8,4,0,Commercial,162,2,0.53,0.27
2016-02-11 09:00:00,0.44,2.9166666666666665,96.58333333333333,9,4,0,Résidentiel,304,5,0.53,0.71
2016-02-11 10:00:00,0.61,3.7083333333333335,95.16666666666667,10,4,0,Résidentiel,302,4,0.56,0.44
2016-02-11 11:00:00,1.02,4.666666666666667,91.5,11,4,0,Commercial,197,3,0.61,0.61
2016-02-11 12:00:00,0.73,5.3500000000000005,88.41666666666667,12,4,0,Résidentiel,271,1,0.52,1.02
2016-02-11 13:00:00,0.5,5.041666666666667,86.91666666666667,13,4,0,Commercial,158,4,0.38,0.73
2016-02-11 14:00:00,0.64,5.3500000000000005,85.25,14,4,0,Résidentiel,157,6,0.48,0.5
2016-02-11 15:00:00,0.86,5.575,86.16666666666667,15,4,0,Résidentiel,226,5,0.66,0.64
2016-02-11 16:00:00,0.65,5.2749999999999995,87.91666666666667,16,4,0,Industriel,186,3,0.59,0.86
2016-02-11 17:00:00,0.94,4.433333333333333,93.25,17,4,0,Résidentiel,350,3,0.48,0.65
2016-02-11 18:00:00,2.74,3.7083333333333335,95.0,18,4,0,Industriel,323,6,1.95,0.94
2016-02-11 19:00:00,0.76,3.4583333333333335,95.41666666666667,19,4,0,Industriel,152,5,0.67,2.74
2016-02-11 20:00:00,0.75,2.6166666666666667,96.41666666666667,20,4,0,Commercial,105,3,0.9,0.76
2016-02-11 21:00:00,0.79,3.0,96.58333333333333,21,4,0,Commercial,289,5,0.75,0.75
2016-02-11 22:00:00,0.51,3.1999999999999997,96.0,22,4,0,Résidentiel,171,3,0.64,0.79
2016-02-11 23:00:00,0.35,2.7083333333333335,95.58333333333333,23,4,0,Commercial,204,2,0.43,0.51
2016-02-12 00:00:00,0.4,3.0,95.0,0,5,0,Résidentiel,152,6,0.27,0.35
2016-02-12 01:00:00,0.26,2.7916666666666665,94.58333333333333,1,5,0,Résidentiel,202,5,0.32,0.4
2016-02-12 02:00:00,0.33,2.4583333333333335,93.58333333333333,2,5,0,Commercial,388,4,0.32,0.26
2016-02-12 03:00:00,0.33,1.8583333333333334,93.83333333333333,3,5,0,Résidentiel,263,2,0.26,0.33
2016-02-12 04:00:00,0.34,1.5583333333333336,95.0,4,5,0,Résidentiel,266,4,0.28,0.33
2016-02-12 05:00:00,0.24,2.408333333333333,95.0,5,5,0,Résidentiel,277,6,0.3,0.34
2016-02-12 06:00:00,0.32,2.6166666666666667,95.0,6,5,0,Résidentiel,157,3,0.28,0.24
2016-02-12 07:00:00,0.4,2.4583333333333335,94.16666666666667,7,5,0,Commercial,265,4,0.27,0.32
2016-02-12 08:00:00,0.29,2.525,92.16666666666667,8,5,0,Résidentiel,332,2,0.71,0.4
2016-02-12 09:00:00,0.88,2.8249999999999997,88.91666666666667,9,5,0,Industriel,92,5,0.44,0.29
2016-02-12 10:00:00,0.41,3.375,83.08333333333333,10,5,0,Commercial,378,1,0.61,0.88
2016-02-12 11:00:00,1.56,4.2749999999999995,77.33333333333333,11,5,0,Commercial,155,4,1.02,0.41
2016-02-12 12:00:00,1.56,4.591666666666666,74.16666666666667,12,5,0,Résidentiel,130,1,0.73,1.56
2016-02-12 13:00:00,1.87,4.925,70.08333333333333,13,5,0,Commercial,354,6,0.5,1.56
2016-02-12 14:00:00,2.07,5.883333333333333,66.0,14,5,0,Résidentiel,228,4,0.64,1.87
2016-02-12 15:00:00,0.57,5.958333333333333,66.0,15,5,0,Commercial,298,4,0.86,2.07
2016-02-12 16:00:00,0.55,5.5249999999999995,67.25,16,5,0,Résidentiel,201,5,0.65,0.57
2016-02-12 17:00:00,1.02,4.375,72.75,17,5,0,Commercial,290,3,0.94,0.55
2016-02-12 18:00:00,0.98,3.2916666666666665,78.83333333333333,18,5,0,Industriel,359,2,2.74,1.02
2016-02-12 19:00:00,0.65,2.7916666666666665,81.25,19,5,0,Résidentiel,105,2,0.76,0.98
2016-02-12 20:00:00,0.61,2.375,83.0,20,5,0,Résidentiel,252,2,0.75,0.65
2016-02-12 21:00:00,0.62,2.2,84.25,21,5,0,Commercial,235,6,0.79,0.61
2016-02-12 22:00:00,0.37,1.7833333333333334,88.08333333333333,22,5,0,Résidentiel,317,3,0.51,0.62
2016-02-12 23:00:00,0.34,1.2833333333333334,90.16666666666667,23,5,0,Commercial,161,1,0.35,0.37
2016-02-13 00:00:00,0.38,1.2333333333333332,89.41666666666667,0,6,0,Résidentiel,352,2,0.4,0.34
2016-02-13 01:00:00,0.32,0.7083333333333334,90.41666666666667,1,6,0,Résidentiel,147,1,0.26,0.38
2016-02-13 02:00:00,0.24,0.049999999999999996,91.41666666666667,2,6,0,Industriel,123,3,0.33,0.32
2016-02-13 03:00:00,0.31,0.033333333333333284,92.0,3,6,0,Commercial,140,6,0.33,0.24
2016-02-13 04:00:00,0.29,0.8333333333333334,89.91666666666667,4,6,0,Commercial,202,3,0.34,0.31
2016-02-13 05:00:00,0.31,1.2166666666666666,87.41666666666667,5,6,0,Résidentiel,275,5,0.24,0.29
2016-02-13 06:00:00,0.22,1.3499999999999999,87.58333333333333,6,6,0,Commercial,190,2,0.32,0.31
2016-02-13 07:00:00,0.29,1.2416666666666667,89.5,7,6,0,Résidentiel,337,6,0.4,0.22
2016-02-13 08:00:00,0.36,0.8916666666666666,92.16666666666667,8,6,0,Commercial,168,5,0.29,0.29
2016-02-13 09:00:00,0.91,1.8,88.91666666666667,9,6,0,Commercial,277,2,0.88,0.36
2016-02-13 10:00:00,0.37,2.7083333333333335,85.16666666666667,10,6,0,Résidentiel,361,3,0.41,0.91
2016-02-13 11:00:00,1.62,2.9583333333333335,86.91666666666667,11,6,0,Résidentiel,279,3,1.56,0.37
2016-02-13 12:00:00,1.04,2.9416666666666664,92.25,12,6,0,Résidentiel,178,4,1.56,1.62
2016-02-13 13:00:00,0.65,3.0833333333333335,94.41666666666667,13,6,0,Commercial,106,4,1.87,1.04
2016-02-13 14:00:00,0.59,3.408333333333333,95.0,14,6,0,Résidentiel,168,3,2.07,0.65
2016-02-13 15:00:00,0.46,3.7416666666666667,95.0,15,6,0,Commercial,225,3,0.57,0.59
2016-02-13 16:00:00,0.52,3.758333333333333,95.0,16,6,0,Résidentiel,261,1,0.55,0.46
2016-02-13 17:00:00,0.48,3.6166666666666667,95.41666666666667,17,6,0,Commercial,336,1,1.02,0.52
2016-02-13 18:00:00,1.81,3.5,96.0,18,6,0,Commercial,268,5,0.98,0.48
2016-02-13 19:00:00,1.1,3.5,96.0,19,6,0,Résidentiel,319,4,0.65,1.81
2016-02-13 20:00:00,0.48,3.4166666666666665,96.41666666666667,20,6,0,Résidentiel,275,4,0.61,1.1
2016-02-13 21:00:00,0.44,3.216666666666667,97.41666666666667,21,6,0,Résidentiel,376,3,0.62,0.48
2016-02-13 22:00:00,0.31,3.0583333333333336,98.0,22,6,0,Commercial,244,3,0.37,0.44
2016-02-13 23:00:00,0.34,2.9583333333333335,98.0,23,6,0,Commercial,386,5,0.34,0.31
2016-02-14 00:00:00,0.32,2.8166666666666664,98.41666666666667,0,7,0,Résidentiel,350,6,0.38,0.34
2016-02-14 01:00:00,0.32,2.7000000000000006,99.0,1,7,0,Commercial,87,6,0.32,0.32
2016-02-14 02:00:00,0.33,2.7000000000000006,98.58333333333333,2,7,0,Résidentiel,117,6,0.24,0.32
2016-02-14 03:00:00,0.28,2.7000000000000006,97.58333333333333,3,7,0,Résidentiel,193,4,0.31,0.33
2016-02-14 04:00:00,0.35,2.6166666666666667,96.16666666666667,4,7,0,Industriel,135,1,0.29,0.28
2016-02-14 05:00:00,0.34,2.5,95.41666666666667,5,7,0,Résidentiel,217,6,0.31,0.35
2016-02-14 06:00:00,0.32,2.4583333333333335,96.41666666666667,6,7,0,Résidentiel,181,2,0.22,0.34
2016-02-14 07:00:00,0.27,2.4,97.0,7,7,0,Résidentiel,256,5,0.29,0.32
2016-02-14 08:00:00,0.48,2.4416666666666664,97.0,8,7,0,Résidentiel,248,6,0.36,0.27
2016-02-14 09:00:00,0.91,2.5833333333333335,96.16666666666667,9,7,0,Résidentiel,365,2,0.91,0.48
2016-02-14 10:00:00,0.47,2.7000000000000006,95.0,10,7,0,Résidentiel,340,6,0.37,0.91
2016-02-14 11:00:00,1.26,2.8249999999999997,95.0,11,7,1,Commercial,302,1,1.62,0.47
2016-02-14 12:00:00,0.75,3.125,92.5,12,7,0,Résidentiel,278,1,1.04,1.26
2016-02-14 13:00:00,0.82,3.341666666666667,88.58333333333333,13,7,0,Résidentiel,290,6,0.65,0.75
2016-02-14 14:00:00,0.61,3.358333333333333,88.41666666666667,14,7,0,Résidentiel,366,2,0.59,0.82
2016-02-14 15:00:00,0.64,3.2583333333333333,89.83333333333333,15,7,0,Résidentiel,259,5,0.46,0.61
2016-02-14 16:00:00,0.63,2.9916666666666667,91.83333333333333,16,7,0,Commercial,329,2,0.52,0.64
2016-02-14 17:00:00,0.68,2.783333333333333,93.0,17,7,0,Industriel,310,5,0.48,0.63
2016-02-14 18:00:00,1.16,2.9416666666666664,92.16666666666667,18,7,0,Résidentiel,102,6,1.81,0.68
2016-02-14 19:00:00,1.22,2.875,89.33333333333333,19,7,0,Commercial,127,5,1.1,1.16
2016-02-14 20:00:00,0.9,2.4916666666666667,87.0,20,7,0,Résidentiel,188,3,0.48,1.22
2016-02-14 21:00:00,0.8,2.2,88.66666666666667,21,7,0,Résidentiel,375,4,0.44,0.9
2016-02-14 22:00:00,0.6,2.283333333333333,91.83333333333333,22,7,0,Résidentiel,85,4,0.31,0.8
2016-02-14 23:00:00,0.29,2.483333333333333,92.58333333333333,23,7,0,Résidentiel,117,1,0.34,0.6
2016-02-15 00:00:00,0.35,2.558333333333333,92.41666666666667,0,1,0,Résidentiel,248,3,0.32,0.29
2016-02-15 01:00:00,0.31,2.4583333333333335,93.0,1,1,0,Commercial,362,4,0.32,0.35
2016-02-15 02:00:00,0.34,2.4416666666666664,93.0,2,1,0,Résidentiel,282,6,0.33,0.31
2016-02-15 03:00:00,0.35,2.4583333333333335,93.0,3,1,0,Industriel,392,5,0.28,0.34
2016-02-15 04:00:00,0.27,2.358333333333333,91.33333333333333,4,1,0,Résidentiel,352,5,0.35,0.35
2016-02-15 05:00:00,0.35,2.3833333333333333,88.16666666666667,5,1,0,Résidentiel,323,2,0.34,0.27
2016-02-15 06:00:00,0.3,2.4166666666666665,84.5,6,1,0,Commercial,126,2,0.32,0.35
2016-02-15 07:00:00,0.34,1.883333333333333,80.16666666666667,7,1,0,Résidentiel,328,5,0.27,0.3
2016-02-15 08:00:00,0.81,1.3833333333333335,79.83333333333333,8,1,0,Résidentiel,158,6,0.48,0.34
2016-02-15 09:00:00,0.4,2.0,79.33333333333333,9,1,0,Commercial,189,5,0.91,0.81
2016-02-15 10:00:00,2.33,3.158333333333333,74.08333333333333,10,1,0,Industriel,92,2,0.47,0.4
2016-02-15 11:00:00,0.9,4.3,67.08333333333333,11,1,0,Commercial,169,4,1.26,2.33
2016-02-15 12:00:00,1.11,5.0,62.583333333333336,12,1,0,Commercial,359,1,0.75,0.9
2016-02-15 13:00:00,1.47,5.208333333333333,61.166666666666664,13,1,0,Commercial,300,2,0.82,1.11
2016-02-15 14:00:00,0.93,5.541666666666667,60.833333333333336,14,1,0,Industriel,152,6,0.61,1.47
2016-02-15 15:00:00,0.33,5.516666666666667,62.0,15,1,0,Résidentiel,313,4,0.64,0.93
2016-02-15 16:00:00,0.23,5.233333333333333,62.833333333333336,16,1,0,Résidentiel,339,4,0.63,0.33
2016-02-15 17:00:00,0.44,4.416666666666667,67.33333333333333,17,1,0,Résidentiel,192,4,0.68,0.23
2016-02-15 18:00:00,1.4,3.1,75.33333333333333,18,1,0,Résidentiel,125,3,1.16,0.44
2016-02-15 19:00:00,1.32,1.8583333333333334,82.08333333333333,19,1,0,Commercial,353,3,1.22,1.4
