date;annee;mois;jour;jour_semaine;saison;jour_ferie;temperature_C;humidite_pct;vitesse_vent_kmh;production_totale_MWh;ventes_totales_MWh;ventes_BT_MWh;ventes_MT_MWh;ventes_HT_MWh;pointe_max_mois_MW;taux_thermique_pct;taux_renouvelable_pct;nb_clients;prix_moyen_FCFA_kWh;conso_J_moins_1;conso_J_moins_7;conso_mois_precedent
20/05/2022;2022;5;20;5;Saison_seche_chaude;0;26.0;72.8;14.2;17081.2;14057.92;8517.93;3605.76;1380.73;875;78.6;21.4;2198624;110.18;17874.12;17627.7;15681.79
21/05/2022;2022;5;21;6;Saison_seche_chaude;0;27.6;85.4;14.3;16388.23;13487.61;8172.37;3459.48;1324.72;875;78.6;21.4;2198624;110.18;17081.2;15267.64;14892.93
22/05/2022;2022;5;22;7;Saison_seche_chaude;0;29.4;73.0;13.0;14923.33;12281.99;7441.86;3150.25;1206.3;875;78.6;21.4;2198624;110.18;16388.23;15926.84;15655.58
23/05/2022;2022;5;23;1;Saison_seche_chaude;0;23.3;73.2;18.4;16156.79;13297.13;8056.96;3410.63;1306.01;875;78.6;21.4;2198624;110.18;14923.33;17857.44;14507.57
24/05/2022;2022;5;24;2;Saison_seche_chaude;0;27.7;73.9;10.6;17810.25;14657.93;8881.49;3759.66;1439.66;875;78.6;21.4;2198624;110.18;16156.79;16212.47;14022.02
25/05/2022;2022;5;25;3;Saison_seche_chaude;0;27.5;78.9;17.3;16172.05;13309.68;8064.56;3413.85;1307.24;875;78.6;21.4;2198624;110.18;17810.25;17298.05;15644.14
26/05/2022;2022;5;26;4;Saison_seche_chaude;0;27.7;72.9;19.5;17674.67;14546.35;8813.88;3731.04;1428.7;875;78.6;21.4;2198624;110.18;16172.05;17874.12;16495.69
27/05/2022;2022;5;27;5;Saison_seche_chaude;0;27.4;76.2;13.3;16848.42;13866.34;8401.85;3556.63;1361.92;875;78.6;21.4;2198624;110.18;17674.67;17081.2;16391.47
28/05/2022;2022;5;28;6;Saison_seche_chaude;0;28.7;70.7;14.0;16133.96;13278.34;8045.57;3405.81;1304.16;875;78.6;21.4;2198624;110.18;16848.42;16388.23;15611.36
29/05/2022;2022;5;29;7;Saison_seche_chaude;0;28.0;76.7;14.0;16588.9;13652.75;8272.44;3501.84;1340.94;875;78.6;21.4;2198624;110.18;16133.96;14923.33;16343.46
30/05/2022;2022;5;30;1;Saison_seche_chaude;0;26.5;70.1;15.8;16639.08;13694.05;8297.46;3512.43;1344.99;875;78.6;21.4;2198624;110.18;16588.9;16156.79;16874.28
31/05/2022;2022;5;31;2;Saison_seche_chaude;0;28.5;70.4;17.7;18043.69;14850.06;8997.9;3808.94;1458.53;875;78.6;21.4;2198624;110.18;16639.08;17810.25;12432.32
01/06/2022;2022;6;1;3;Saison_seche_chaude;0;28.4;89.4;11.5;17933.97;14759.76;8943.19;3785.78;1449.67;900;78.6;21.4;2198624;110.18;18043.69;16172.05;16259.93
02/06/2022;2022;6;2;4;Saison_seche_chaude;0;26.2;87.5;13.9;18394.9;15139.1;9173.04;3883.08;1486.92;900;78.6;21.4;2198624;110.18;17933.97;17674.67;17903.61
03/06/2022;2022;6;3;5;Saison_seche_chaude;0;28.3;74.4;14.3;20288.31;16697.39;10117.23;4282.77;1639.97;900;78.6;21.4;2198624;110.18;18394.9;16848.42;18156.76
04/06/2022;2022;6;4;6;Saison_seche_chaude;0;28.1;83.6;14.4;17279.53;14221.15;8616.84;3647.63;1396.76;900;78.6;21.4;2198624;110.18;20288.31;16133.96;15963.12
05/06/2022;2022;6;5;7;Saison_seche_chaude;0;27.2;82.4;16.7;17994.44;14809.53;8973.34;3798.55;1454.55;900;78.6;21.4;2198624;110.18;17279.53;16588.9;16555.51
06/06/2022;2022;6;6;1;Saison_seche_chaude;0;29.6;77.4;13.7;18078.62;14878.81;9015.32;3816.32;1461.36;900;78.6;21.4;2198624;110.18;17994.44;16639.08;15037.05
07/06/2022;2022;6;7;2;Saison_seche_chaude;0;28.1;85.5;17.1;17180.03;14139.26;8567.22;3626.63;1388.72;900;78.6;21.4;2198624;110.18;18078.62;18043.69;15892.18
08/06/2022;2022;6;8;3;Saison_seche_chaude;0;27.8;77.9;10.7;17605.49;14489.42;8779.39;3716.44;1423.11;900;78.6;21.4;2198624;110.18;17180.03;17933.97;14066.91
09/06/2022;2022;6;9;4;Saison_seche_chaude;0;28.8;80.4;11.4;17652.07;14527.75;8802.61;3726.27;1426.88;900;78.6;21.4;2198624;110.18;17605.49;18394.9;17381.69
10/06/2022;2022;6;10;5;Saison_seche_chaude;0;27.7;88.3;11.0;18131.65;14922.45;9041.76;3827.51;1465.64;900;78.6;21.4;2198624;110.18;17652.07;20288.31;15813.75
11/06/2022;2022;6;11;6;Saison_seche_chaude;0;27.8;78.6;13.9;15059.46;12394.02;7509.75;3178.98;1217.31;900;78.6;21.4;2198624;110.18;18131.65;17279.53;15604.97
12/06/2022;2022;6;12;7;Saison_seche_chaude;0;27.8;83.5;16.3;18128.89;14920.18;9040.39;3826.93;1465.42;900;78.6;21.4;2198624;110.18;15059.46;17994.44;17627.7
13/06/2022;2022;6;13;1;Saison_seche_chaude;0;27.7;74.5;14.1;20207.85;16631.17;10077.11;4265.79;1633.47;900;78.6;21.4;2198624;110.18;18128.89;18078.62;15267.64
14/06/2022;2022;6;14;2;Saison_seche_chaude;0;28.0;79.9;13.7;18546.94;15264.23;9248.86;3915.18;1499.21;900;78.6;21.4;2198624;110.18;20207.85;17180.03;15926.84
15/06/2022;2022;6;15;3;Saison_seche_chaude;0;27.4;77.3;12.9;18218.76;14994.14;9085.2;3845.9;1472.69;900;78.6;21.4;2198624;110.18;18546.94;17605.49;17857.44
16/06/2022;2022;6;16;4;Saison_seche_chaude;0;27.3;80.5;17.0;18030.45;14839.16;8991.3;3806.15;1457.46;900;78.6;21.4;2198624;110.18;18218.76;17652.07;16212.47
17/06/2022;2022;6;17;5;Saison_seche_chaude;1;25.3;85.5;9.9;15784.17;15282.89;9260.16;3919.96;1501.05;900;78.6;21.4;2198624;110.18;18030.45;18131.65;17298.05
18/06/2022;2022;6;18;6;Saison_seche_chaude;0;27.7;78.1;12.4;15907.14;13091.66;7932.46;3357.93;1285.83;900;78.6;21.4;2198624;110.18;15784.17;15059.46;17874.12
19/06/2022;2022;6;19;7;Saison_seche_chaude;0;26.9;88.8;16.5;17285.35;14225.93;8619.74;3648.86;1397.23;900;78.6;21.4;2198624;110.18;15907.14;18128.89;17081.2
20/06/2022;2022;6;20;1;Saison_seche_chaude;0;28.7;74.4;15.0;18196.08;14975.47;9073.89;3841.11;1470.85;900;78.6;21.4;2198624;110.18;17285.35;20207.85;16388.23
21/06/2022;2022;6;21;2;Saison_seche_chaude;0;26.8;83.6;13.3;17910.33;14740.3;8931.4;3780.79;1447.75;900;78.6;21.4;2198624;110.18;18196.08;18546.94;14923.33
22/06/2022;2022;6;22;3;Saison_seche_chaude;0;28.7;82.2;16.3;18317.67;15075.54;9134.53;3866.78;1480.68;900;78.6;21.4;2198624;110.18;17910.33;18218.76;16156.79
23/06/2022;2022;6;23;4;Saison_seche_chaude;0;26.9;83.1;13.4;18540.25;15258.73;9245.52;3913.76;1498.67;900;78.6;21.4;2198624;110.18;18317.67;18030.45;17810.25
24/06/2022;2022;6;24;5;Saison_seche_chaude;0;28.3;73.7;13.6;19163.43;15771.61;9556.29;4045.31;1549.05;900;78.6;21.4;2198624;110.18;18540.25;15784.17;16172.05
25/06/2022;2022;6;25;6;Saison_seche_chaude;0;27.5;85.2;11.2;16334.01;13442.98;8145.33;3448.04;1320.33;900;78.6;21.4;2198624;110.18;19163.43;15907.14;17674.67
26/06/2022;2022;6;26;7;Saison_seche_chaude;0;26.4;83.0;17.5;15693.1;12915.51;7825.73;3312.74;1268.53;900;78.6;21.4;2198624;110.18;16334.01;17285.35;16848.42
27/06/2022;2022;6;27;1;Saison_seche_chaude;0;25.9;88.5;13.8;17997.1;14811.71;8974.67;3799.11;1454.77;900;78.6;21.4;2198624;110.18;15693.1;18196.08;16133.96
28/06/2022;2022;6;28;2;Saison_seche_chaude;0;27.5;82.0;16.2;18241.57;15012.91;9096.58;3850.71;1474.53;900;78.6;21.4;2198624;110.18;17997.1;17910.33;16588.9
29/06/2022;2022;6;29;3;Saison_seche_chaude;0;28.1;80.8;13.9;18159.53;14945.39;9055.67;3833.4;1467.9;900;78.6;21.4;2198624;110.18;18241.57;18317.67;16639.08
30/06/2022;2022;6;30;4;Saison_seche_chaude;0;28.3;71.4;15.5;17483.78;14389.24;8718.69;3690.75;1413.27;900;78.6;21.4;2198624;110.18;18159.53;18540.25;18043.69
01/07/2022;2022;7;1;5;Hivernage;0;28.2;84.3;14.7;18070.42;14872.05;9011.23;3814.58;1460.69;910;78.6;21.4;2198624;110.18;17483.78;19163.43;17933.97
02/07/2022;2022;7;2;6;Hivernage;0;27.5;81.9;12.0;16574.93;13641.26;8265.47;3498.89;1339.81;910;78.6;21.4;2198624;110.18;18070.42;16334.01;18394.9
03/07/2022;2022;7;3;7;Hivernage;0;28.4;78.2;14.9;17345.92;14275.79;8649.94;3661.65;1402.13;910;78.6;21.4;2198624;110.18;16574.93;15693.1;20288.31
04/07/2022;2022;7;4;1;Hivernage;0;28.3;88.9;16.0;19287.62;15873.81;9618.21;4071.53;1559.08;910;78.6;21.4;2198624;110.18;17345.92;17997.1;17279.53
05/07/2022;2022;7;5;2;Hivernage;1;26.2;79.9;14.1;14536.55;14074.89;8528.22;3610.12;1382.4;910;78.6;21.4;2198624;110.18;19287.62;18241.57;17994.44
06/07/2022;2022;7;6;3;Hivernage;0;28.5;82.1;12.5;18270.12;15036.41;9110.81;3856.74;1476.84;910;78.6;21.4;2198624;110.18;14536.55;18159.53;18078.62
07/07/2022;2022;7;7;4;Hivernage;0;27.4;79.4;11.3;17191.14;14148.4;8572.76;3628.97;1389.62;910;78.6;21.4;2198624;110.18;18270.12;17483.78;17180.03
08/07/2022;2022;7;8;5;Hivernage;0;27.0;89.2;19.3;17073.0;14051.18;8513.85;3604.03;1380.07;910;78.6;21.4;2198624;110.18;17191.14;18070.42;17605.49
09/07/2022;2022;7;9;6;Hivernage;0;28.5;85.7;15.4;16111.04;13259.47;8034.14;3400.97;1302.31;910;78.6;21.4;2198624;110.18;17073.0;16574.93;17652.07
10/07/2022;2022;7;10;7;Hivernage;0;27.4;85.5;13.8;18104.02;14899.7;9027.98;3821.68;1463.41;910;78.6;21.4;2198624;110.18;16111.04;17345.92;18131.65
11/07/2022;2022;7;11;1;Hivernage;0;29.1;82.2;17.5;18264.11;15031.46;9107.82;3855.47;1476.35;910;78.6;21.4;2198624;110.18;18104.02;19287.62;15059.46
12/07/2022;2022;7;12;2;Hivernage;0;27.4;92.2;12.9;18355.69;15106.83;9153.49;3874.8;1483.75;910;78.6;21.4;2198624;110.18;18264.11;14536.55;18128.89
13/07/2022;2022;7;13;3;Hivernage;0;28.6;88.9;10.9;18612.18;15317.93;9281.39;3928.95;1504.49;910;78.6;21.4;2198624;110.18;18355.69;18270.12;20207.85
14/07/2022;2022;7;14;4;Hivernage;0;27.3;84.0;15.2;17771.43;14625.98;8862.13;3751.47;1436.53;910;78.6;21.4;2198624;110.18;18612.18;17191.14;18546.94
15/07/2022;2022;7;15;5;Hivernage;0;28.2;79.7;15.2;18331.71;15087.1;9141.53;3869.74;1481.82;910;78.6;21.4;2198624;110.18;17771.43;17073.0;18218.76
16/07/2022;2022;7;16;6;Hivernage;0;28.6;89.3;14.9;17264.96;14209.16;8609.57;3644.56;1395.59;910;78.6;21.4;2198624;110.18;18331.71;16111.04;18030.45
17/07/2022;2022;7;17;7;Hivernage;0;27.9;78.4;14.4;16825.46;13847.44;8390.4;3551.78;1360.06;910;78.6;21.4;2198624;110.18;17264.96;18104.02;15784.17
18/07/2022;2022;7;18;1;Hivernage;0;28.3;79.9;16.1;17301.0;14238.82;8627.54;3652.16;1398.5;910;78.6;21.4;2198624;110.18;16825.46;18264.11;15907.14
19/07/2022;2022;7;19;2;Hivernage;0;28.0;87.7;14.1;18025.81;14835.34;8988.98;3805.17;1457.09;910;78.6;21.4;2198624;110.18;17301.0;18355.69;17285.35
20/07/2022;2022;7;20;3;Hivernage;0;28.9;82.9;13.1;18308.14;15067.7;9129.78;3864.77;1479.91;910;78.6;21.4;2198624;110.18;18025.81;18612.18;18196.08
21/07/2022;2022;7;21;4;Hivernage;0;27.6;83.8;13.0;18061.1;14864.38;9006.58;3812.62;1459.94;910;78.6;21.4;2198624;110.18;18308.14;17771.43;17910.33
22/07/2022;2022;7;22;5;Hivernage;0;29.3;81.4;13.1;18204.3;14982.24;9077.99;3842.85;1471.52;910;78.6;21.4;2198624;110.18;18061.1;18331.71;18317.67
23/07/2022;2022;7;23;6;Hivernage;0;29.4;85.8;11.0;17595.3;14481.03;8774.3;3714.29;1422.29;910;78.6;21.4;2198624;110.18;18204.3;17264.96;18540.25
24/07/2022;2022;7;24;7;Hivernage;0;28.3;88.6;16.1;16691.07;13736.84;8323.39;3523.41;1349.2;910;78.6;21.4;2198624;110.18;17595.3;16825.46;19163.43
25/07/2022;2022;7;25;1;Hivernage;0;27.5;90.6;13.3;19520.01;16065.07;9734.1;4120.59;1577.87;910;78.6;21.4;2198624;110.18;16691.07;17301.0;16334.01
26/07/2022;2022;7;26;2;Hivernage;0;27.6;90.8;13.0;19033.13;15664.37;9491.31;4017.81;1538.51;910;78.6;21.4;2198624;110.18;19520.01;18025.81;15693.1
27/07/2022;2022;7;27;3;Hivernage;0;27.6;83.9;12.2;16939.3;13941.13;8447.17;3575.81;1369.26;910;78.6;21.4;2198624;110.18;19033.13;18308.14;17997.1
28/07/2022;2022;7;28;4;Hivernage;0;27.0;81.9;14.5;17722.34;14585.58;8837.65;3741.11;1432.56;910;78.6;21.4;2198624;110.18;16939.3;18061.1;18241.57
29/07/2022;2022;7;29;5;Hivernage;0;29.6;81.0;13.6;19144.14;15755.73;9546.67;4041.24;1547.49;910;78.6;21.4;2198624;110.18;17722.34;18204.3;18159.53
30/07/2022;2022;7;30;6;Hivernage;0;28.0;87.7;14.8;15821.06;13020.82;7889.54;3339.76;1278.87;910;78.6;21.4;2198624;110.18;19144.14;17595.3;17483.78
31/07/2022;2022;7;31;7;Hivernage;0;28.2;87.0;18.9;16804.69;13830.35;8380.04;3547.39;1358.38;910;78.6;21.4;2198624;110.18;15821.06;16691.07;18070.42
01/08/2022;2022;8;1;1;Hivernage;0;27.4;86.4;12.9;17501.05;14403.46;8727.3;3694.39;1414.67;915;78.6;21.4;2198624;110.18;16804.69;19520.01;16574.93
02/08/2022;2022;8;2;2;Hivernage;0;27.4;91.6;12.9;18968.25;15610.98;9458.96;4004.11;1533.27;915;78.6;21.4;2198624;110.18;17501.05;19033.13;17345.92
03/08/2022;2022;8;3;3;Hivernage;0;27.2;89.4;15.3;17501.13;14403.53;8727.34;3694.41;1414.68;915;78.6;21.4;2198624;110.18;18968.25;16939.3;19287.62
04/08/2022;2022;8;4;4;Hivernage;0;28.2;83.5;17.6;19280.2;15867.71;9614.51;4069.96;1558.49;915;78.6;21.4;2198624;110.18;17501.13;17722.34;14536.55
05/08/2022;2022;8;5;5;Hivernage;0;27.4;86.8;14.7;18153.65;14940.56;9052.74;3832.16;1467.42;915;78.6;21.4;2198624;110.18;19280.2;19144.14;18270.12
06/08/2022;2022;8;6;6;Hivernage;0;28.7;94.0;12.4;16704.28;13747.71;8329.97;3526.2;1350.26;915;78.6;21.4;2198624;110.18;18153.65;15821.06;17191.14
07/08/2022;2022;8;7;7;Hivernage;0;26.6;85.8;17.6;16299.65;13414.71;8128.2;3440.78;1317.56;915;78.6;21.4;2198624;110.18;16704.28;16804.69;17073.0
08/08/2022;2022;8;8;1;Hivernage;0;27.5;88.7;16.4;17962.6;14783.32;8957.46;3791.82;1451.98;915;78.6;21.4;2198624;110.18;16299.65;17501.05;16111.04
09/08/2022;2022;8;9;2;Hivernage;0;30.5;86.4;16.1;18386.86;15132.49;9169.03;3881.38;1486.27;915;78.6;21.4;2198624;110.18;17962.6;18968.25;18104.02
10/08/2022;2022;8;10;3;Hivernage;0;28.7;93.5;13.3;18713.37;15401.2;9331.85;3950.31;1512.67;915;78.6;21.4;2198624;110.18;18386.86;17501.13;18264.11
11/08/2022;2022;8;11;4;Hivernage;0;28.6;91.3;15.0;18859.55;15521.52;9404.75;3981.17;1524.48;915;78.6;21.4;2198624;110.18;18713.37;19280.2;18355.69
12/08/2022;2022;8;12;5;Hivernage;0;29.1;91.5;15.3;19406.93;15972.01;9677.71;4096.72;1568.73;915;78.6;21.4;2198624;110.18;18859.55;18153.65;18612.18
13/08/2022;2022;8;13;6;Hivernage;0;27.8;88.4;12.4;17409.7;14328.28;8681.75;3675.11;1407.29;915;78.6;21.4;2198624;110.18;19406.93;16704.28;17771.43
14/08/2022;2022;8;14;7;Hivernage;0;28.4;86.8;16.6;16770.89;13802.53;8363.19;3540.26;1355.65;915;78.6;21.4;2198624;110.18;17409.7;16299.65;18331.71
15/08/2022;2022;8;15;1;Hivernage;1;28.2;88.1;15.5;14593.41;14129.95;8561.58;3624.24;1387.81;915;78.6;21.4;2198624;110.18;16770.89;17962.6;17264.96
16/08/2022;2022;8;16;2;Hivernage;0;28.6;94.5;14.4;18035.46;14843.28;8993.8;3807.21;1457.87;915;78.6;21.4;2198624;110.18;14593.41;18386.86;16825.46
17/08/2022;2022;8;17;3;Hivernage;0;28.2;92.7;14.6;18087.11;14885.79;9019.55;3818.11;1462.04;915;78.6;21.4;2198624;110.18;18035.46;18713.37;17301.0
18/08/2022;2022;8;18;4;Hivernage;0;28.6;88.6;14.4;17934.19;14759.93;8943.3;3785.83;1449.68;915;78.6;21.4;2198624;110.18;18087.11;18859.55;18025.81
19/08/2022;2022;8;19;5;Hivernage;0;29.1;84.9;12.6;18488.01;15215.74;9219.47;3902.74;1494.45;915;78.6;21.4;2198624;110.18;17934.19;19406.93;18308.14
20/08/2022;2022;8;20;6;Hivernage;0;29.2;83.4;14.8;16564.1;13632.35;8260.07;3496.61;1338.93;915;78.6;21.4;2198624;110.18;18488.01;17409.7;18061.1
21/08/2022;2022;8;21;7;Hivernage;0;29.6;87.8;17.8;16660.13;13711.38;8307.96;3516.88;1346.7;915;78.6;21.4;2198624;110.18;16564.1;16770.89;18204.3
22/08/2022;2022;8;22;1;Hivernage;0;26.6;81.4;13.0;18052.77;14857.53;9002.43;3810.86;1459.27;915;78.6;21.4;2198624;110.18;16660.13;14593.41;17595.3
23/08/2022;2022;8;23;2;Hivernage;0;27.0;90.1;12.9;18018.49;14829.32;8985.34;3803.62;1456.5;915;78.6;21.4;2198624;110.18;18052.77;18035.46;16691.07
24/08/2022;2022;8;24;3;Hivernage;0;26.7;90.6;13.8;18228.58;15002.22;9090.1;3847.97;1473.48;915;78.6;21.4;2198624;110.18;18018.49;18087.11;19520.01
25/08/2022;2022;8;25;4;Hivernage;0;29.8;84.8;12.6;17438.82;14352.25;8696.27;3681.26;1409.64;915;78.6;21.4;2198624;110.18;18228.58;17934.19;19033.13
26/08/2022;2022;8;26;5;Hivernage;0;28.0;88.7;14.7;17929.65;14756.2;8941.03;3784.87;1449.32;915;78.6;21.4;2198624;110.18;17438.82;18488.01;16939.3
27/08/2022;2022;8;27;6;Hivernage;0;26.7;92.3;16.2;16291.48;13407.98;8124.12;3439.06;1316.9;915;78.6;21.4;2198624;110.18;17929.65;16564.1;17722.34
28/08/2022;2022;8;28;7;Hivernage;0;28.3;89.4;14.9;17108.96;14080.77;8531.78;3611.62;1382.98;915;78.6;21.4;2198624;110.18;16291.48;16660.13;19144.14
29/08/2022;2022;8;29;1;Hivernage;0;28.6;92.0;15.4;18403.81;15146.43;9177.48;3884.96;1487.64;915;78.6;21.4;2198624;110.18;17108.96;18052.77;15821.06
30/08/2022;2022;8;30;2;Hivernage;0;27.9;92.3;17.6;17589.23;14476.04;8771.28;3713.01;1421.8;915;78.6;21.4;2198624;110.18;18403.81;18018.49;16804.69
31/08/2022;2022;8;31;3;Hivernage;0;28.0;83.7;12.6;18197.11;14976.32;9074.41;3841.33;1470.94;915;78.6;21.4;2198624;110.18;17589.23;18228.58;17501.05
01/09/2022;2022;9;1;4;Hivernage;0;27.8;84.4;9.2;18421.3;15160.84;9186.21;3888.66;1489.06;920;78.6;21.4;2198624;110.18;18197.11;17438.82;18968.25
02/09/2022;2022;9;2;5;Hivernage;0;26.5;77.3;14.5;17238.98;14187.77;8596.61;3639.07;1393.49;920;78.6;21.4;2198624;110.18;18421.3;17929.65;17501.13
03/09/2022;2022;9;3;6;Hivernage;0;27.8;88.7;12.9;16588.14;13652.13;8272.06;3501.68;1340.88;920;78.6;21.4;2198624;110.18;17238.98;16291.48;19280.2
04/09/2022;2022;9;4;7;Hivernage;0;27.0;82.4;14.8;18082.57;14882.06;9017.29;3817.15;1461.68;920;78.6;21.4;2198624;110.18;16588.14;17108.96;18153.65
05/09/2022;2022;9;5;1;Hivernage;0;26.8;87.1;8.9;18640.14;15340.93;9295.33;3934.85;1506.75;920;78.6;21.4;2198624;110.18;18082.57;18403.81;16704.28
06/09/2022;2022;9;6;2;Hivernage;0;26.8;84.3;12.4;17745.41;14604.57;8849.16;3745.98;1434.42;920;78.6;21.4;2198624;110.18;18640.14;17589.23;16299.65
07/09/2022;2022;9;7;3;Hivernage;0;28.8;89.6;14.1;18591.36;15300.79;9271.01;3924.55;1502.8;920;78.6;21.4;2198624;110.18;17745.41;18197.11;17962.6
08/09/2022;2022;9;8;4;Hivernage;0;28.4;90.7;11.7;18963.17;15606.8;9456.42;4003.04;1532.86;920;78.6;21.4;2198624;110.18;18591.36;18421.3;18386.86
09/09/2022;2022;9;9;5;Hivernage;0;27.7;88.6;14.3;19399.69;15966.06;9674.1;4095.19;1568.14;920;78.6;21.4;2198624;110.18;18963.17;17238.98;18713.37
10/09/2022;2022;9;10;6;Hivernage;0;28.0;84.9;13.4;18217.16;14992.82;9084.41;3845.56;1472.56;920;78.6;21.4;2198624;110.18;19399.69;16588.14;18859.55
11/09/2022;2022;9;11;7;Hivernage;0;29.1;84.2;13.4;18799.11;15471.77;9374.61;3968.41;1519.6;920;78.6;21.4;2198624;110.18;18217.16;18082.57;19406.93
12/09/2022;2022;9;12;1;Hivernage;0;26.3;85.1;13.8;18115.9;14909.49;9033.91;3824.19;1464.37;920;78.6;21.4;2198624;110.18;18799.11;18640.14;17409.7
13/09/2022;2022;9;13;2;Hivernage;0;27.5;84.7;17.3;18656.86;15354.7;9303.67;3938.38;1508.1;920;78.6;21.4;2198624;110.18;18115.9;17745.41;16770.89
14/09/2022;2022;9;14;3;Hivernage;0;28.7;88.7;13.2;19027.93;15660.09;9488.72;4016.71;1538.09;920;78.6;21.4;2198624;110.18;18656.86;18591.36;14593.41
15/09/2022;2022;9;15;4;Hivernage;0;27.6;82.9;9.7;18509.51;15233.43;9230.19;3907.28;1496.19;920;78.6;21.4;2198624;110.18;19027.93;18963.17;18035.46
16/09/2022;2022;9;16;5;Hivernage;0;27.4;89.6;16.1;18287.63;15050.82;9119.55;3860.44;1478.25;920;78.6;21.4;2198624;110.18;18509.51;19399.69;18087.11
17/09/2022;2022;9;17;6;Hivernage;0;25.8;81.1;15.1;16909.23;13916.39;8432.18;3569.46;1366.83;920;78.6;21.4;2198624;110.18;18287.63;18217.16;17934.19
18/09/2022;2022;9;18;7;Hivernage;0;28.7;85.2;12.9;18233.3;15006.11;9092.46;3848.97;1473.86;920;78.6;21.4;2198624;110.18;16909.23;18799.11;18488.01
19/09/2022;2022;9;19;1;Hivernage;0;26.8;90.5;9.8;18968.4;15611.1;9459.03;4004.15;1533.28;920;78.6;21.4;2198624;110.18;18233.3;18115.9;16564.1
20/09/2022;2022;9;20;2;Hivernage;0;28.5;92.5;13.8;18471.0;15201.73;9210.99;3899.15;1493.07;920;78.6;21.4;2198624;110.18;18968.4;18656.86;16660.13
21/09/2022;2022;9;21;3;Hivernage;0;27.5;88.0;11.7;18263.97;15031.35;9107.75;3855.44;1476.34;920;78.6;21.4;2198624;110.18;18471.0;19027.93;18052.77
22/09/2022;2022;9;22;4;Hivernage;0;27.0;91.7;12.3;18943.18;15590.35;9446.46;3998.82;1531.24;920;78.6;21.4;2198624;110.18;18263.97;18509.51;18018.49
23/09/2022;2022;9;23;5;Hivernage;1;27.8;75.6;9.5;16675.22;16145.64;9782.92;4141.25;1585.78;920;78.6;21.4;2198624;110.18;18943.18;18287.63;18228.58
24/09/2022;2022;9;24;6;Hivernage;0;26.6;82.5;15.3;16079.3;13233.36;8018.32;3394.27;1299.75;920;78.6;21.4;2198624;110.18;16675.22;16909.23;17438.82
25/09/2022;2022;9;25;7;Hivernage;0;26.5;88.4;14.0;16900.87;13909.51;8428.01;3567.7;1366.16;920;78.6;21.4;2198624;110.18;16079.3;18233.3;17929.65
26/09/2022;2022;9;26;1;Hivernage;0;27.1;81.9;12.0;19306.96;15889.73;9627.86;4075.61;1560.65;920;78.6;21.4;2198624;110.18;16900.87;18968.4;16291.48
27/09/2022;2022;9;27;2;Hivernage;0;25.4;85.3;14.7;19195.08;15797.66;9572.07;4052.0;1551.6;920;78.6;21.4;2198624;110.18;19306.96;18471.0;17108.96
28/09/2022;2022;9;28;3;Hivernage;0;26.7;85.6;17.2;18221.57;14996.45;9086.6;3846.49;1472.91;920;78.6;21.4;2198624;110.18;19195.08;18263.97;18403.81
29/09/2022;2022;9;29;4;Hivernage;0;27.4;88.7;13.5;19416.56;15979.94;9682.52;4098.75;1569.51;920;78.6;21.4;2198624;110.18;18221.57;18943.18;17589.23
30/09/2022;2022;9;30;5;Hivernage;0;26.7;86.2;12.9;18406.18;15148.39;9178.67;3885.46;1487.84;920;78.6;21.4;2198624;110.18;19416.56;16675.22;18197.11
01/10/2022;2022;10;1;6;Hivernage;0;27.5;82.3;13.8;17802.36;14651.44;8877.56;3758.0;1439.03;957;78.6;21.4;2198624;110.18;18406.18;16079.3;18421.3
02/10/2022;2022;10;2;7;Hivernage;0;26.2;72.0;14.7;17592.45;14478.69;8772.88;3713.69;1422.06;957;78.6;21.4;2198624;110.18;17802.36;16900.87;17238.98
03/10/2022;2022;10;3;1;Hivernage;0;28.0;67.5;13.7;20517.13;16885.71;10231.34;4331.07;1658.47;957;78.6;21.4;2198624;110.18;17592.45;19306.96;16588.14
04/10/2022;2022;10;4;2;Hivernage;0;28.2;76.8;11.9;19455.18;16011.72;9701.77;4106.9;1572.63;957;78.6;21.4;2198624;110.18;20517.13;19195.08;18082.57
05/10/2022;2022;10;5;3;Hivernage;0;24.8;91.6;14.4;17927.81;14754.69;8940.12;3784.48;1449.17;957;78.6;21.4;2198624;110.18;19455.18;18221.57;18640.14
06/10/2022;2022;10;6;4;Hivernage;0;27.7;84.5;14.7;18967.26;15610.16;9458.46;4003.9;1533.19;957;78.6;21.4;2198624;110.18;17927.81;19416.56;17745.41
07/10/2022;2022;10;7;5;Hivernage;0;30.8;81.7;16.1;19854.84;16340.64;9901.07;4191.27;1604.94;957;78.6;21.4;2198624;110.18;18967.26;18406.18;18591.36
08/10/2022;2022;10;8;6;Hivernage;0;28.2;87.9;11.7;17916.9;14745.71;8934.68;3782.18;1448.29;957;78.6;21.4;2198624;110.18;19854.84;17802.36;18963.17
09/10/2022;2022;10;9;7;Hivernage;0;29.3;76.3;12.5;17960.42;14781.53;8956.38;3791.37;1451.8;957;78.6;21.4;2198624;110.18;17916.9;17592.45;19399.69
10/10/2022;2022;10;10;1;Hivernage;0;25.9;83.6;14.8;18600.65;15308.44;9275.64;3926.51;1503.55;957;78.6;21.4;2198624;110.18;17960.42;20517.13;18217.16
